datetime,date,hour,day_of_week,is_summer,is_weekend,consumption_mw,voltage,outage
2026-03-11 03:26:49.464947,2026-03-11,3,2,0,0,278.91,221.1,0
2026-03-11 04:26:49.464947,2026-03-11,4,2,0,0,267.36,219.5,0
2026-03-11 05:26:49.464947,2026-03-11,5,2,0,0,449.37,226.3,0
2026-03-11 06:26:49.464947,2026-03-11,6,2,0,0,464.86,233.1,0
2026-03-11 07:26:49.464947,2026-03-11,7,2,0,0,607.35,218.5,0
2026-03-11 08:26:49.464947,2026-03-11,8,2,0,0,607.25,216.8,0
2026-03-11 09:26:49.464947,2026-03-11,9,2,0,0,586.93,214.3,0
2026-03-11 10:26:49.464947,2026-03-11,10,2,0,0,459.57,234.7,0
2026-03-11 11:26:49.464947,2026-03-11,11,2,0,0,457.89,218.5,0
2026-03-11 12:26:49.464947,2026-03-11,12,2,0,0,436.22,223.5,0
2026-03-11 13:26:49.464947,2026-03-11,13,2,0,0,420.99,217.5,0
2026-03-11 14:26:49.464947,2026-03-11,14,2,0,0,586.65,218.3,0
2026-03-11 15:26:49.464947,2026-03-11,15,2,0,0,619.17,225.5,0
2026-03-11 16:26:49.464947,2026-03-11,16,2,0,0,622.38,218.6,0
2026-03-11 17:26:49.464947,2026-03-11,17,2,0,0,618.08,219.7,0
2026-03-11 18:26:49.464947,2026-03-11,18,2,0,0,628.57,204.6,0
2026-03-11 19:26:49.464947,2026-03-11,19,2,0,0,439.75,223.8,0
2026-03-11 20:26:49.464947,2026-03-11,20,2,0,0,450.66,224.9,0
2026-03-11 21:26:49.464947,2026-03-11,21,2,0,0,445.19,215.3,0
2026-03-11 22:26:49.464947,2026-03-11,22,2,0,0,469.76,216.4,0
2026-03-11 23:26:49.464947,2026-03-11,23,2,0,0,456.54,223.6,0
2026-03-12 00:26:49.464947,2026-03-12,0,3,0,0,225.53,215.0,0
2026-03-12 01:26:49.464947,2026-03-12,1,3,0,0,224.92,209.9,0
2026-03-12 02:26:49.464947,2026-03-12,2,3,0,0,235.53,222.1,0
2026-03-12 03:26:49.464947,2026-03-12,3,3,0,0,242.62,213.3,1
2026-03-12 04:26:49.464947,2026-03-12,4,3,0,0,220.23,216.1,0
2026-03-12 05:26:49.464947,2026-03-12,5,3,0,0,434.25,220.2,0
2026-03-12 06:26:49.464947,2026-03-12,6,3,0,0,470.55,235.3,0
2026-03-12 07:26:49.464947,2026-03-12,7,3,0,0,593.54,219.4,0
2026-03-12 08:26:49.464947,2026-03-12,8,3,0,0,607.54,218.1,0
2026-03-12 09:26:49.464947,2026-03-12,9,3,0,0,629.49,213.8,1
2026-03-12 10:26:49.464947,2026-03-12,10,3,0,0,440.06,217.2,0
2026-03-12 11:26:49.464947,2026-03-12,11,3,0,0,473.58,213.3,0
2026-03-12 12:26:49.464947,2026-03-12,12,3,0,0,457.25,212.9,0
2026-03-12 13:26:49.464947,2026-03-12,13,3,0,0,436.5,211.6,0
2026-03-12 14:26:49.464947,2026-03-12,14,3,0,0,615.36,229.7,0
2026-03-12 15:26:49.464947,2026-03-12,15,3,0,0,627.01,211.2,0
2026-03-12 16:26:49.464947,2026-03-12,16,3,0,0,648.45,215.5,0
2026-03-12 17:26:49.464947,2026-03-12,17,3,0,0,614.85,214.8,0
2026-03-12 18:26:49.464947,2026-03-12,18,3,0,0,635.44,210.9,1
2026-03-12 19:26:49.464947,2026-03-12,19,3,0,0,459.96,222.6,0
2026-03-12 20:26:49.464947,2026-03-12,20,3,0,0,461.49,222.6,0
2026-03-12 21:26:49.464947,2026-03-12,21,3,0,0,455.51,224.5,0
2026-03-12 22:26:49.464947,2026-03-12,22,3,0,0,476.53,215.2,0
2026-03-12 23:26:49.464947,2026-03-12,23,3,0,0,456.1,212.6,0
2026-03-13 00:26:49.464947,2026-03-13,0,4,0,1,224.37,226.1,0
2026-03-13 01:26:49.464947,2026-03-13,1,4,0,1,205.12,225.4,0
2026-03-13 02:26:49.464947,2026-03-13,2,4,0,1,201.96,218.1,0
2026-03-13 03:26:49.464947,2026-03-13,3,4,0,1,201.71,226.2,0
2026-03-13 04:26:49.464947,2026-03-13,4,4,0,1,201.13,219.0,0
2026-03-13 05:26:49.464947,2026-03-13,5,4,0,1,363.7,206.7,0
2026-03-13 06:26:49.464947,2026-03-13,6,4,0,1,391.29,210.5,0
2026-03-13 07:26:49.464947,2026-03-13,7,4,0,1,519.37,227.5,0
2026-03-13 08:26:49.464947,2026-03-13,8,4,0,1,499.43,235.6,0
2026-03-13 09:26:49.464947,2026-03-13,9,4,0,1,490.93,218.1,1
2026-03-13 10:26:49.464947,2026-03-13,10,4,0,1,391.07,220.8,0
2026-03-13 11:26:49.464947,2026-03-13,11,4,0,1,396.14,220.6,0
2026-03-13 12:26:49.464947,2026-03-13,12,4,0,1,399.41,215.1,0
2026-03-13 13:26:49.464947,2026-03-13,13,4,0,1,343.46,228.7,0
2026-03-13 14:26:49.464947,2026-03-13,14,4,0,1,538.89,210.6,0
2026-03-13 15:26:49.464947,2026-03-13,15,4,0,1,538.8,208.4,0
2026-03-13 16:26:49.464947,2026-03-13,16,4,0,1,553.45,211.0,0
2026-03-13 17:26:49.464947,2026-03-13,17,4,0,1,541.43,220.4,1
2026-03-13 18:26:49.464947,2026-03-13,18,4,0,1,533.75,212.9,0
2026-03-13 19:26:49.464947,2026-03-13,19,4,0,1,390.05,226.8,0
2026-03-13 20:26:49.464947,2026-03-13,20,4,0,1,359.2,214.6,0
2026-03-13 21:26:49.464947,2026-03-13,21,4,0,1,372.84,216.1,1
2026-03-13 22:26:49.464947,2026-03-13,22,4,0,1,352.72,205.7,0
2026-03-13 23:26:49.464947,2026-03-13,23,4,0,1,415.17,198.8,0
2026-03-14 00:26:49.464947,2026-03-14,0,5,0,1,185.9,221.2,0
2026-03-14 01:26:49.464947,2026-03-14,1,5,0,1,181.41,227.8,0
2026-03-14 02:26:49.464947,2026-03-14,2,5,0,1,198.98,219.8,0
2026-03-14 03:26:49.464947,2026-03-14,3,5,0,1,186.68,229.2,0
2026-03-14 04:26:49.464947,2026-03-14,4,5,0,1,195.22,220.1,0
2026-03-14 05:26:49.464947,2026-03-14,5,5,0,1,396.47,219.2,0
2026-03-14 06:26:49.464947,2026-03-14,6,5,0,1,352.76,238.8,0
2026-03-14 07:26:49.464947,2026-03-14,7,5,0,1,499.77,213.8,0
2026-03-14 08:26:49.464947,2026-03-14,8,5,0,1,474.32,223.7,0
2026-03-14 09:26:49.464947,2026-03-14,9,5,0,1,499.69,215.4,1
2026-03-14 10:26:49.464947,2026-03-14,10,5,0,1,405.68,230.5,0
2026-03-14 11:26:49.464947,2026-03-14,11,5,0,1,353.72,209.9,0
2026-03-14 12:26:49.464947,2026-03-14,12,5,0,1,373.73,210.3,0
2026-03-14 13:26:49.464947,2026-03-14,13,5,0,1,363.14,212.1,1
2026-03-14 14:26:49.464947,2026-03-14,14,5,0,1,505.46,224.3,0
2026-03-14 15:26:49.464947,2026-03-14,15,5,0,1,549.52,234.2,1
2026-03-14 16:26:49.464947,2026-03-14,16,5,0,1,550.79,215.1,0
2026-03-14 17:26:49.464947,2026-03-14,17,5,0,1,520.9,233.8,0
2026-03-14 18:26:49.464947,2026-03-14,18,5,0,1,522.72,222.0,0
2026-03-14 19:26:49.464947,2026-03-14,19,5,0,1,387.9,233.8,0
2026-03-14 20:26:49.464947,2026-03-14,20,5,0,1,380.72,217.4,0
2026-03-14 21:26:49.464947,2026-03-14,21,5,0,1,368.46,218.5,0
2026-03-14 22:26:49.464947,2026-03-14,22,5,0,1,361.7,215.0,0
2026-03-14 23:26:49.464947,2026-03-14,23,5,0,1,393.46,206.6,0
2026-03-15 00:26:49.464947,2026-03-15,0,6,0,1,186.81,225.6,0
2026-03-15 01:26:49.464947,2026-03-15,1,6,0,1,199.98,233.0,0
2026-03-15 02:26:49.464947,2026-03-15,2,6,0,1,169.24,222.4,0
2026-03-15 03:26:49.464947,2026-03-15,3,6,0,1,201.24,216.5,0
2026-03-15 04:26:49.464947,2026-03-15,4,6,0,1,210.93,224.4,0
2026-03-15 05:26:49.464947,2026-03-15,5,6,0,1,346.78,226.4,0
2026-03-15 06:26:49.464947,2026-03-15,6,6,0,1,382.88,214.4,0
2026-03-15 07:26:49.464947,2026-03-15,7,6,0,1,519.51,225.1,0
2026-03-15 08:26:49.464947,2026-03-15,8,6,0,1,505.19,223.3,0
2026-03-15 09:26:49.464947,2026-03-15,9,6,0,1,497.05,221.5,0
2026-03-15 10:26:49.464947,2026-03-15,10,6,0,1,384.61,210.7,0
2026-03-15 11:26:49.464947,2026-03-15,11,6,0,1,362.22,230.8,0
2026-03-15 12:26:49.464947,2026-03-15,12,6,0,1,360.41,203.1,0
2026-03-15 13:26:49.464947,2026-03-15,13,6,0,1,374.36,210.3,0
2026-03-15 14:26:49.464947,2026-03-15,14,6,0,1,532.91,225.3,1
2026-03-15 15:26:49.464947,2026-03-15,15,6,0,1,533.64,223.2,1
2026-03-15 16:26:49.464947,2026-03-15,16,6,0,1,553.01,220.5,0
2026-03-15 17:26:49.464947,2026-03-15,17,6,0,1,542.15,211.8,0
2026-03-15 18:26:49.464947,2026-03-15,18,6,0,1,530.18,228.8,0
2026-03-15 19:26:49.464947,2026-03-15,19,6,0,1,365.13,204.2,0
2026-03-15 20:26:49.464947,2026-03-15,20,6,0,1,406.31,233.4,0
2026-03-15 21:26:49.464947,2026-03-15,21,6,0,1,376.06,228.9,0
2026-03-15 22:26:49.464947,2026-03-15,22,6,0,1,404.48,245.3,0
2026-03-15 23:26:49.464947,2026-03-15,23,6,0,1,380.47,213.9,0
2026-03-16 00:26:49.464947,2026-03-16,0,0,0,0,212.48,227.9,0
2026-03-16 01:26:49.464947,2026-03-16,1,0,0,0,221.58,222.7,0
2026-03-16 02:26:49.464947,2026-03-16,2,0,0,0,212.51,219.0,0
2026-03-16 03:26:49.464947,2026-03-16,3,0,0,0,246.55,212.2,0
2026-03-16 04:26:49.464947,2026-03-16,4,0,0,0,240.73,230.3,0
2026-03-16 05:26:49.464947,2026-03-16,5,0,0,0,465.38,234.7,0
2026-03-16 06:26:49.464947,2026-03-16,6,0,0,0,437.78,215.9,0
2026-03-16 07:26:49.464947,2026-03-16,7,0,0,0,596.82,227.8,0
2026-03-16 08:26:49.464947,2026-03-16,8,0,0,0,605.14,232.3,0
2026-03-16 09:26:49.464947,2026-03-16,9,0,0,0,596.47,225.1,0
2026-03-16 10:26:49.464947,2026-03-16,10,0,0,0,448.33,227.8,0
2026-03-16 11:26:49.464947,2026-03-16,11,0,0,0,461.74,221.2,0
2026-03-16 12:26:49.464947,2026-03-16,12,0,0,0,473.5,228.4,0
2026-03-16 13:26:49.464947,2026-03-16,13,0,0,0,449.23,217.9,0
2026-03-16 14:26:49.464947,2026-03-16,14,0,0,0,659.73,220.7,0
2026-03-16 15:26:49.464947,2026-03-16,15,0,0,0,608.63,222.3,0
2026-03-16 16:26:49.464947,2026-03-16,16,0,0,0,635.62,221.2,0
2026-03-16 17:26:49.464947,2026-03-16,17,0,0,0,630.45,220.2,0
2026-03-16 18:26:49.464947,2026-03-16,18,0,0,0,631.0,218.9,0
2026-03-16 19:26:49.464947,2026-03-16,19,0,0,0,431.54,224.4,0
2026-03-16 20:26:49.464947,2026-03-16,20,0,0,0,440.94,228.3,0
2026-03-16 21:26:49.464947,2026-03-16,21,0,0,0,441.07,218.5,0
2026-03-16 22:26:49.464947,2026-03-16,22,0,0,0,441.97,210.6,0
2026-03-16 23:26:49.464947,2026-03-16,23,0,0,0,413.77,229.4,0
2026-03-17 00:26:49.464947,2026-03-17,0,1,0,0,222.52,214.3,0
2026-03-17 01:26:49.464947,2026-03-17,1,1,0,0,208.26,220.7,0
2026-03-17 02:26:49.464947,2026-03-17,2,1,0,0,218.85,221.1,0
2026-03-17 03:26:49.464947,2026-03-17,3,1,0,0,225.13,229.3,0
2026-03-17 04:26:49.464947,2026-03-17,4,1,0,0,244.45,209.8,0
2026-03-17 05:26:49.464947,2026-03-17,5,1,0,0,462.05,235.3,0
2026-03-17 06:26:49.464947,2026-03-17,6,1,0,0,433.35,224.6,0
2026-03-17 07:26:49.464947,2026-03-17,7,1,0,0,568.18,226.2,0
2026-03-17 08:26:49.464947,2026-03-17,8,1,0,0,613.7,227.8,1
2026-03-17 09:26:49.464947,2026-03-17,9,1,0,0,580.95,224.6,0
2026-03-17 10:26:49.464947,2026-03-17,10,1,0,0,459.71,234.1,0
2026-03-17 11:26:49.464947,2026-03-17,11,1,0,0,478.94,237.8,0
2026-03-17 12:26:49.464947,2026-03-17,12,1,0,0,461.25,211.7,0
2026-03-17 13:26:49.464947,2026-03-17,13,1,0,0,452.82,219.5,0
2026-03-17 14:26:49.464947,2026-03-17,14,1,0,0,617.88,212.2,0
2026-03-17 15:26:49.464947,2026-03-17,15,1,0,0,631.61,218.1,0
2026-03-17 16:26:49.464947,2026-03-17,16,1,0,0,643.08,223.8,0
2026-03-17 17:26:49.464947,2026-03-17,17,1,0,0,615.94,211.1,0
2026-03-17 18:26:49.464947,2026-03-17,18,1,0,0,613.36,214.3,0
2026-03-17 19:26:49.464947,2026-03-17,19,1,0,0,415.28,218.2,0
2026-03-17 20:26:49.464947,2026-03-17,20,1,0,0,462.61,217.5,0
2026-03-17 21:26:49.464947,2026-03-17,21,1,0,0,458.23,205.6,0
2026-03-17 22:26:49.464947,2026-03-17,22,1,0,0,441.62,207.8,0
2026-03-17 23:26:49.464947,2026-03-17,23,1,0,0,432.02,224.8,0
2026-03-18 00:26:49.464947,2026-03-18,0,2,0,0,230.91,237.1,0
2026-03-18 01:26:49.464947,2026-03-18,1,2,0,0,225.27,219.0,0
2026-03-18 02:26:49.464947,2026-03-18,2,2,0,0,213.98,234.1,0
2026-03-18 03:26:49.464947,2026-03-18,3,2,0,0,234.83,230.0,0
2026-03-18 04:26:49.464947,2026-03-18,4,2,0,0,257.93,222.8,0
2026-03-18 05:26:49.464947,2026-03-18,5,2,0,0,471.61,216.5,0
2026-03-18 06:26:49.464947,2026-03-18,6,2,0,0,448.86,216.9,0
2026-03-18 07:26:49.464947,2026-03-18,7,2,0,0,606.49,222.8,0
2026-03-18 08:26:49.464947,2026-03-18,8,2,0,0,594.99,222.2,1
2026-03-18 09:26:49.464947,2026-03-18,9,2,0,0,638.32,240.0,0
2026-03-18 10:26:49.464947,2026-03-18,10,2,0,0,434.05,216.3,0
2026-03-18 11:26:49.464947,2026-03-18,11,2,0,0,460.77,209.0,0
2026-03-18 12:26:49.464947,2026-03-18,12,2,0,0,444.94,220.3,0
2026-03-18 13:26:49.464947,2026-03-18,13,2,0,0,452.51,223.6,0
2026-03-18 14:26:49.464947,2026-03-18,14,2,0,0,635.73,230.3,0
2026-03-18 15:26:49.464947,2026-03-18,15,2,0,0,639.0,225.7,1
2026-03-18 16:26:49.464947,2026-03-18,16,2,0,0,614.13,215.9,0
2026-03-18 17:26:49.464947,2026-03-18,17,2,0,0,630.1,210.0,1
2026-03-18 18:26:49.464947,2026-03-18,18,2,0,0,646.64,221.6,0
2026-03-18 19:26:49.464947,2026-03-18,19,2,0,0,426.63,218.7,1
2026-03-18 20:26:49.464947,2026-03-18,20,2,0,0,471.15,218.9,0
2026-03-18 21:26:49.464947,2026-03-18,21,2,0,0,483.06,217.2,0
2026-03-18 22:26:49.464947,2026-03-18,22,2,0,0,450.07,220.9,1
2026-03-18 23:26:49.464947,2026-03-18,23,2,0,0,410.68,223.0,0
2026-03-19 00:26:49.464947,2026-03-19,0,3,0,0,235.09,218.9,0
2026-03-19 01:26:49.464947,2026-03-19,1,3,0,0,208.84,213.4,0
2026-03-19 02:26:49.464947,2026-03-19,2,3,0,0,180.77,214.9,0
2026-03-19 03:26:49.464947,2026-03-19,3,3,0,0,222.68,218.9,0
2026-03-19 04:26:49.464947,2026-03-19,4,3,0,0,216.97,233.1,0
2026-03-19 05:26:49.464947,2026-03-19,5,3,0,0,436.98,223.6,0
2026-03-19 06:26:49.464947,2026-03-19,6,3,0,0,457.46,226.5,0
2026-03-19 07:26:49.464947,2026-03-19,7,3,0,0,574.0,215.6,1
2026-03-19 08:26:49.464947,2026-03-19,8,3,0,0,607.94,229.4,0
2026-03-19 09:26:49.464947,2026-03-19,9,3,0,0,601.79,234.1,1
2026-03-19 10:26:49.464947,2026-03-19,10,3,0,0,424.52,219.3,0
2026-03-19 11:26:49.464947,2026-03-19,11,3,0,0,421.73,217.7,0
2026-03-19 12:26:49.464947,2026-03-19,12,3,0,0,415.82,213.9,0
2026-03-19 13:26:49.464947,2026-03-19,13,3,0,0,457.84,222.4,0
2026-03-19 14:26:49.464947,2026-03-19,14,3,0,0,605.56,216.9,0
2026-03-19 15:26:49.464947,2026-03-19,15,3,0,0,619.95,214.5,0
2026-03-19 16:26:49.464947,2026-03-19,16,3,0,0,649.18,225.3,0
2026-03-19 17:26:49.464947,2026-03-19,17,3,0,0,657.6,216.6,0
2026-03-19 18:26:49.464947,2026-03-19,18,3,0,0,614.89,227.6,0
2026-03-19 19:26:49.464947,2026-03-19,19,3,0,0,446.72,222.2,0
2026-03-19 20:26:49.464947,2026-03-19,20,3,0,0,437.42,217.2,0
2026-03-19 21:26:49.464947,2026-03-19,21,3,0,0,452.31,225.9,0
2026-03-19 22:26:49.464947,2026-03-19,22,3,0,0,460.84,223.9,0
2026-03-19 23:26:49.464947,2026-03-19,23,3,0,0,422.55,204.4,0
2026-03-20 00:26:49.464947,2026-03-20,0,4,0,1,178.27,207.4,0
2026-03-20 01:26:49.464947,2026-03-20,1,4,0,1,199.55,211.6,0
2026-03-20 02:26:49.464947,2026-03-20,2,4,0,1,138.16,221.7,1
2026-03-20 03:26:49.464947,2026-03-20,3,4,0,1,171.8,215.4,0
2026-03-20 04:26:49.464947,2026-03-20,4,4,0,1,175.17,222.1,0
2026-03-20 05:26:49.464947,2026-03-20,5,4,0,1,387.09,210.7,0
2026-03-20 06:26:49.464947,2026-03-20,6,4,0,1,389.06,220.6,0
2026-03-20 07:26:49.464947,2026-03-20,7,4,0,1,488.74,224.3,0
2026-03-20 08:26:49.464947,2026-03-20,8,4,0,1,500.7,220.9,0
2026-03-20 09:26:49.464947,2026-03-20,9,4,0,1,508.3,225.0,0
2026-03-20 10:26:49.464947,2026-03-20,10,4,0,1,371.31,229.9,0
2026-03-20 11:26:49.464947,2026-03-20,11,4,0,1,400.33,216.6,0
2026-03-20 12:26:49.464947,2026-03-20,12,4,0,1,383.02,215.5,0
2026-03-20 13:26:49.464947,2026-03-20,13,4,0,1,381.66,233.8,0
2026-03-20 14:26:49.464947,2026-03-20,14,4,0,1,511.89,216.5,0
2026-03-20 15:26:49.464947,2026-03-20,15,4,0,1,518.38,234.1,0
2026-03-20 16:26:49.464947,2026-03-20,16,4,0,1,508.64,228.0,0
2026-03-20 17:26:49.464947,2026-03-20,17,4,0,1,562.6,234.8,0
2026-03-20 18:26:49.464947,2026-03-20,18,4,0,1,523.99,220.9,0
2026-03-20 19:26:49.464947,2026-03-20,19,4,0,1,391.49,218.9,1
2026-03-20 20:26:49.464947,2026-03-20,20,4,0,1,372.69,232.1,0
2026-03-20 21:26:49.464947,2026-03-20,21,4,0,1,376.01,233.0,0
2026-03-20 22:26:49.464947,2026-03-20,22,4,0,1,372.32,236.9,0
2026-03-20 23:26:49.464947,2026-03-20,23,4,0,1,334.99,222.1,0
2026-03-21 00:26:49.464947,2026-03-21,0,5,0,1,190.0,233.0,0
2026-03-21 01:26:49.464947,2026-03-21,1,5,0,1,173.71,216.0,0
2026-03-21 02:26:49.464947,2026-03-21,2,5,0,1,182.22,212.3,0
2026-03-21 03:26:49.464947,2026-03-21,3,5,0,1,230.45,225.1,0
2026-03-21 04:26:49.464947,2026-03-21,4,5,0,1,242.87,223.6,0
2026-03-21 05:26:49.464947,2026-03-21,5,5,0,1,439.98,220.1,0
2026-03-21 06:26:49.464947,2026-03-21,6,5,0,1,393.68,219.0,0
2026-03-21 07:26:49.464947,2026-03-21,7,5,0,1,512.84,223.4,0
2026-03-21 08:26:49.464947,2026-03-21,8,5,0,1,488.73,214.9,0
2026-03-21 09:26:49.464947,2026-03-21,9,5,0,1,517.64,225.9,0
2026-03-21 10:26:49.464947,2026-03-21,10,5,0,1,350.41,229.5,0
2026-03-21 11:26:49.464947,2026-03-21,11,5,0,1,375.85,218.4,0
2026-03-21 12:26:49.464947,2026-03-21,12,5,0,1,403.55,218.4,0
2026-03-21 13:26:49.464947,2026-03-21,13,5,0,1,346.16,230.7,0
2026-03-21 14:26:49.464947,2026-03-21,14,5,0,1,521.74,221.0,0
2026-03-21 15:26:49.464947,2026-03-21,15,5,0,1,540.81,214.2,0
2026-03-21 16:26:49.464947,2026-03-21,16,5,0,1,544.86,222.7,0
2026-03-21 17:26:49.464947,2026-03-21,17,5,0,1,509.04,225.5,0
2026-03-21 18:26:49.464947,2026-03-21,18,5,0,1,567.89,221.2,0
2026-03-21 19:26:49.464947,2026-03-21,19,5,0,1,426.87,227.0,0
2026-03-21 20:26:49.464947,2026-03-21,20,5,0,1,359.4,221.5,0
2026-03-21 21:26:49.464947,2026-03-21,21,5,0,1,375.24,228.1,0
2026-03-21 22:26:49.464947,2026-03-21,22,5,0,1,391.69,232.2,0
2026-03-21 23:26:49.464947,2026-03-21,23,5,0,1,376.95,239.2,0
2026-03-22 00:26:49.464947,2026-03-22,0,6,0,1,202.06,224.2,0
2026-03-22 01:26:49.464947,2026-03-22,1,6,0,1,189.57,226.5,0
2026-03-22 02:26:49.464947,2026-03-22,2,6,0,1,162.04,219.2,0
2026-03-22 03:26:49.464947,2026-03-22,3,6,0,1,179.58,219.7,0
2026-03-22 04:26:49.464947,2026-03-22,4,6,0,1,218.18,230.7,0
2026-03-22 05:26:49.464947,2026-03-22,5,6,0,1,360.6,235.5,0
2026-03-22 06:26:49.464947,2026-03-22,6,6,0,1,392.47,220.2,0
2026-03-22 07:26:49.464947,2026-03-22,7,6,0,1,511.01,209.4,0
2026-03-22 08:26:49.464947,2026-03-22,8,6,0,1,511.74,221.0,0
2026-03-22 09:26:49.464947,2026-03-22,9,6,0,1,490.07,218.3,0
2026-03-22 10:26:49.464947,2026-03-22,10,6,0,1,378.05,227.7,0
2026-03-22 11:26:49.464947,2026-03-22,11,6,0,1,383.83,232.4,0
2026-03-22 12:26:49.464947,2026-03-22,12,6,0,1,379.66,227.3,0
2026-03-22 13:26:49.464947,2026-03-22,13,6,0,1,392.05,219.4,0
2026-03-22 14:26:49.464947,2026-03-22,14,6,0,1,542.54,216.1,1
2026-03-22 15:26:49.464947,2026-03-22,15,6,0,1,531.29,203.2,0
2026-03-22 16:26:49.464947,2026-03-22,16,6,0,1,537.03,221.7,0
2026-03-22 17:26:49.464947,2026-03-22,17,6,0,1,529.52,212.5,0
2026-03-22 18:26:49.464947,2026-03-22,18,6,0,1,527.12,224.1,0
2026-03-22 19:26:49.464947,2026-03-22,19,6,0,1,340.93,223.3,0
2026-03-22 20:26:49.464947,2026-03-22,20,6,0,1,351.52,217.5,1
2026-03-22 21:26:49.464947,2026-03-22,21,6,0,1,400.53,209.3,0
2026-03-22 22:26:49.464947,2026-03-22,22,6,0,1,377.6,218.5,0
2026-03-22 23:26:49.464947,2026-03-22,23,6,0,1,391.66,222.4,0
2026-03-23 00:26:49.464947,2026-03-23,0,0,0,0,229.14,232.4,0
2026-03-23 01:26:49.464947,2026-03-23,1,0,0,0,258.67,208.9,0
2026-03-23 02:26:49.464947,2026-03-23,2,0,0,0,186.15,224.5,0
2026-03-23 03:26:49.464947,2026-03-23,3,0,0,0,233.19,227.9,0
2026-03-23 04:26:49.464947,2026-03-23,4,0,0,0,244.84,216.9,0
2026-03-23 05:26:49.464947,2026-03-23,5,0,0,0,451.41,210.0,0
2026-03-23 06:26:49.464947,2026-03-23,6,0,0,0,429.53,210.8,1
2026-03-23 07:26:49.464947,2026-03-23,7,0,0,0,567.39,209.9,0
2026-03-23 08:26:49.464947,2026-03-23,8,0,0,0,599.4,223.1,0
2026-03-23 09:26:49.464947,2026-03-23,9,0,0,0,564.06,227.2,0
2026-03-23 10:26:49.464947,2026-03-23,10,0,0,0,514.35,228.7,0
2026-03-23 11:26:49.464947,2026-03-23,11,0,0,0,496.8,208.9,0
2026-03-23 12:26:49.464947,2026-03-23,12,0,0,0,491.41,221.8,0
2026-03-23 13:26:49.464947,2026-03-23,13,0,0,0,439.18,225.9,0
2026-03-23 14:26:49.464947,2026-03-23,14,0,0,0,632.24,213.1,0
2026-03-23 15:26:49.464947,2026-03-23,15,0,0,0,628.39,218.6,0
2026-03-23 16:26:49.464947,2026-03-23,16,0,0,0,613.3,221.2,0
2026-03-23 17:26:49.464947,2026-03-23,17,0,0,0,638.55,219.6,0
2026-03-23 18:26:49.464947,2026-03-23,18,0,0,0,624.71,198.3,0
2026-03-23 19:26:49.464947,2026-03-23,19,0,0,0,429.93,226.6,0
2026-03-23 20:26:49.464947,2026-03-23,20,0,0,0,439.32,227.2,0
2026-03-23 21:26:49.464947,2026-03-23,21,0,0,0,442.66,230.2,0
2026-03-23 22:26:49.464947,2026-03-23,22,0,0,0,392.41,236.0,0
2026-03-23 23:26:49.464947,2026-03-23,23,0,0,0,432.73,211.5,0
2026-03-24 00:26:49.464947,2026-03-24,0,1,0,0,241.04,223.3,0
2026-03-24 01:26:49.464947,2026-03-24,1,1,0,0,213.44,220.3,0
2026-03-24 02:26:49.464947,2026-03-24,2,1,0,0,190.7,224.6,0
2026-03-24 03:26:49.464947,2026-03-24,3,1,0,0,230.26,217.5,0
2026-03-24 04:26:49.464947,2026-03-24,4,1,0,0,261.33,229.5,0
2026-03-24 05:26:49.464947,2026-03-24,5,1,0,0,449.64,230.0,0
2026-03-24 06:26:49.464947,2026-03-24,6,1,0,0,467.23,224.2,0
2026-03-24 07:26:49.464947,2026-03-24,7,1,0,0,539.92,229.7,0
2026-03-24 08:26:49.464947,2026-03-24,8,1,0,0,554.51,222.3,0
2026-03-24 09:26:49.464947,2026-03-24,9,1,0,0,593.41,226.1,1
2026-03-24 10:26:49.464947,2026-03-24,10,1,0,0,455.2,224.7,1
2026-03-24 11:26:49.464947,2026-03-24,11,1,0,0,428.72,222.1,0
2026-03-24 12:26:49.464947,2026-03-24,12,1,0,0,432.92,231.5,0
2026-03-24 13:26:49.464947,2026-03-24,13,1,0,0,459.97,228.5,0
2026-03-24 14:26:49.464947,2026-03-24,14,1,0,0,620.66,224.1,0
2026-03-24 15:26:49.464947,2026-03-24,15,1,0,0,615.35,213.7,0
2026-03-24 16:26:49.464947,2026-03-24,16,1,0,0,650.22,220.0,0
2026-03-24 17:26:49.464947,2026-03-24,17,1,0,0,653.71,233.1,0
2026-03-24 18:26:49.464947,2026-03-24,18,1,0,0,651.35,219.8,0
2026-03-24 19:26:49.464947,2026-03-24,19,1,0,0,448.1,234.7,0
2026-03-24 20:26:49.464947,2026-03-24,20,1,0,0,484.04,218.9,0
2026-03-24 21:26:49.464947,2026-03-24,21,1,0,0,473.37,218.6,1
2026-03-24 22:26:49.464947,2026-03-24,22,1,0,0,473.13,222.2,0
2026-03-24 23:26:49.464947,2026-03-24,23,1,0,0,437.58,208.8,0
2026-03-25 00:26:49.464947,2026-03-25,0,2,0,0,203.36,221.4,1
2026-03-25 01:26:49.464947,2026-03-25,1,2,0,0,239.28,213.6,0
2026-03-25 02:26:49.464947,2026-03-25,2,2,0,0,228.62,204.7,0
2026-03-25 03:26:49.464947,2026-03-25,3,2,0,0,229.59,228.0,0
2026-03-25 04:26:49.464947,2026-03-25,4,2,0,0,201.47,221.7,0
2026-03-25 05:26:49.464947,2026-03-25,5,2,0,0,437.86,223.4,0
2026-03-25 06:26:49.464947,2026-03-25,6,2,0,0,446.6,225.4,1
